SEQPRODUTO;DESCCOMPLETA;CODACESSO;QTDEMBALAGEM;NIVEL 0;NIVEL 1;NIVEL 2;NIVEL 3;NIVEL 4;NIVEL 5;NIVEL 6;NIVEL 7
8012;*ALIM SOJA JASMINE SOYLAIT 300G FRUTAS;7896283001536;1;GERAL;SEM CATEGORIA;SEM CATEGORIA;SEM CATEGORIA;SEM CATEGORIA;SEM CATEGORIA;SEM CATEGORIA;SEM CATEGORIA
542;LIMP PNEU RADNAQ 500ML;7898173500112;1;GERAL;NAO ALIMENTAR;BAZAR;AUTOMOTIVO;LIMPEZA AUTO;LIMPA PNEU;LIMPA PNEU;LIMPA PNEU
543;LIMP TUDO AROMACAR 500ML;7898104150355;1;GERAL;NAO ALIMENTAR;BAZAR;AUTOMOTIVO;LIMPEZA AUTO;SHAMPOO AUTO;SHAMPOO AUTO;SHAMPOO AUTO
544;LIMP VD AROMACAR 500ML;7898104150362;1;GERAL;NAO ALIMENTAR;LIMPEZA;LIMPEZA GERAL;LIMPA VIDRO;PULVERIZADOR;PULVERIZADOR;PULVERIZADOR
545;LIMP VISEIRA IPIRANGA 60ML;7896587321620;1;GERAL;NAO ALIMENTAR;BAZAR;AUTOMOTIVO;LIMPEZA AUTO;LIMPA VIDRO;LIMPA VIDRO;LIMPA VIDRO
547;LONA LEVE 3X2M;7891266140790;1;GERAL;NAO ALIMENTAR;BAZAR;MANUTENCAO;FERRAMENTAS E ACESSORIOS;FERRAMENTAS;MANUAL;MANUAL
548;LONA LEVE 3X3M;7891266140813;1;GERAL;NAO ALIMENTAR;BAZAR;MANUTENCAO;FERRAMENTAS E ACESSORIOS;FERRAMENTAS;MANUAL;MANUAL
548;LONA LEVE 3X3M;7891266149687;1;GERAL;NAO ALIMENTAR;BAZAR;MANUTENCAO;FERRAMENTAS E ACESSORIOS;FERRAMENTAS;MANUAL;MANUAL
549;LONA LEVE 4X3M;7891266140936;1;GERAL;NAO ALIMENTAR;BAZAR;MANUTENCAO;FERRAMENTAS E ACESSORIOS;FERRAMENTAS;MANUAL;MANUAL
550;LONA LEVE 4X4M;7891266140950;1;GERAL;NAO ALIMENTAR;BAZAR;MANUTENCAO;FERRAMENTAS E ACESSORIOS;FERRAMENTAS;MANUAL;MANUAL
551;LONA LEVE 6X3M;7891266141193;1;GERAL;NAO ALIMENTAR;BAZAR;MANUTENCAO;FERRAMENTAS E ACESSORIOS;FERRAMENTAS;MANUAL;MANUAL
552;LONA LEVE 8X5M;7891266141483;1;GERAL;NAO ALIMENTAR;BAZAR;MANUTENCAO;FERRAMENTAS E ACESSORIOS;FERRAMENTAS;MANUAL;MANUAL
554;DESENGRIP AERO PROTEG LUB 300ML;7898436150184;1;GERAL;NAO ALIMENTAR;BAZAR;MANUTENCAO;FERRAMENTAS E ACESSORIOS;FERRAMENTAS;MANUAL;MANUAL
555;OLEO LUBRAX 1L ESSENCIAL SAE SJ 40;7891344012681;1;GERAL;POSTO COMBUSTIVEL;LUBRIFICANTES;LUBRIFICANTES;LUBRIFICANTES;LUBRIFICANTES;LUBRIFICANTES;LUBRIFICANTES
556;FLUIDO FREIO LUBRAX 200ML DOT3;7891344001609;1;GERAL;POSTO COMBUSTIVEL;ADITIVO;ADITIVO;ADITIVO;ADITIVO;ADITIVO;OUTROS
557;PNEU BRILLANTIS 2 R13 165/70 79T;4024063778603;1;GERAL;POSTO COMBUSTIVEL;AUTOMOTIVOS DIVERSOS;AUTOMOTIVOS DIVERSOS;AUTOMOTIVOS DIVERSOS;AUTOMOTIVOS DIVERSOS;PNEU;PNEU
561;PNEU BRILLANTIS 2 R14 175/70 84T;4024063778726;1;GERAL;POSTO COMBUSTIVEL;AUTOMOTIVOS DIVERSOS;AUTOMOTIVOS DIVERSOS;AUTOMOTIVOS DIVERSOS;AUTOMOTIVOS DIVERSOS;PNEU;PNEU
562;PNEU BRILLANTIS 2 R15 205/60 91H;051342160440;1;GERAL;POSTO COMBUSTIVEL;AUTOMOTIVOS DIVERSOS;AUTOMOTIVOS DIVERSOS;AUTOMOTIVOS DIVERSOS;AUTOMOTIVOS DIVERSOS;PNEU;PNEU
563;PNEU BRILLANTIS 2 R13 175/70 82T;4024063778573;1;GERAL;POSTO COMBUSTIVEL;AUTOMOTIVOS DIVERSOS;AUTOMOTIVOS DIVERSOS;AUTOMOTIVOS DIVERSOS;AUTOMOTIVOS DIVERSOS;PNEU;PNEU
564;ODORIZ WURTH 5G PAST SPORT;4046777284843;1;GERAL;NAO ALIMENTAR;BAZAR;AUTOMOTIVO;LIMPEZA AUTO;AROMATIZANTE;AROMATIZANTE;AROMATIZANTE
564;ODORIZ WURTH 5G PAST SPORT;893600141;1;GERAL;NAO ALIMENTAR;BAZAR;AUTOMOTIVO;LIMPEZA AUTO;AROMATIZANTE;AROMATIZANTE;AROMATIZANTE
565;ODORIZ WURTH 5G PAST URBAN;4046777284836;1;GERAL;NAO ALIMENTAR;BAZAR;AUTOMOTIVO;LIMPEZA AUTO;AROMATIZANTE;AROMATIZANTE;AROMATIZANTE
574;FILTRO OLEO TECFIL TOYOTA PSL 127;7891342011884;1;GERAL;POSTO COMBUSTIVEL;FILTROS;FILTRO OLEO;FILTRO OLEO;FILTRO OLEO;FILTRO OLEO;FILTRO OLEO
574;FILTRO OLEO TECFIL TOYOTA PSL 127;7891342035750;1;GERAL;POSTO COMBUSTIVEL;FILTROS;FILTRO OLEO;FILTRO OLEO;FILTRO OLEO;FILTRO OLEO;FILTRO OLEO
575;REMOV PICHE CENTRALSUL 300ML SP;7898227533196;1;GERAL;NAO ALIMENTAR;LIMPEZA;LIMPEZA GERAL;INFLAMAVEIS;REMOVEDOR;ATE 500ML;ATE 500ML
576;DESENGRIP WURTH ROST OFF 300ML;7891799045975;1;GERAL;NAO ALIMENTAR;BAZAR;MANUTENCAO;FERRAMENTAS E ACESSORIOS;FERRAMENTAS;MANUAL;MANUAL
577;AROMAT LITTLE TREES SACHE VANILLA;076171101051;1;GERAL;NAO ALIMENTAR;BAZAR;AUTOMOTIVO;LIMPEZA AUTO;AROMATIZANTE;AROMATIZANTE;AROMATIZANTE
577;AROMAT LITTLE TREES SACHE VANILLA;76171101051;1;GERAL;NAO ALIMENTAR;BAZAR;AUTOMOTIVO;LIMPEZA AUTO;AROMATIZANTE;AROMATIZANTE;AROMATIZANTE
577;AROMAT LITTLE TREES SACHE VANILLA;0076171101051;1;GERAL;NAO ALIMENTAR;BAZAR;AUTOMOTIVO;LIMPEZA AUTO;AROMATIZANTE;AROMATIZANTE;AROMATIZANTE
578;AROMAT LITTLE TREES SACHE VICTORY;076171117557;1;GERAL;NAO ALIMENTAR;BAZAR;AUTOMOTIVO;LIMPEZA AUTO;AROMATIZANTE;AROMATIZANTE;AROMATIZANTE
579;SELANTE RADIADOR WURTH 100 ML;7891799291457;1;GERAL;NAO ALIMENTAR;BAZAR;MANUTENCAO;OUTROS;OUTROS;OUTROS;OUTROS
580;LAVA AUTO RADNAQ 500ML COM CERA;7898173505544;1;GERAL;NAO ALIMENTAR;BAZAR;AUTOMOTIVO;LIMPEZA AUTO;CERA;LIQUIDA;LIQUIDA
581;PNEU BRILLANTIS 2 R14 175/65 82T;4024063778665;1;GERAL;POSTO COMBUSTIVEL;AUTOMOTIVOS DIVERSOS;AUTOMOTIVOS DIVERSOS;AUTOMOTIVOS DIVERSOS;AUTOMOTIVOS DIVERSOS;PNEU;PNEU
583;SILICONE WALKER 400ML CITRICO;7798053627963;1;GERAL;NAO ALIMENTAR;BAZAR;MANUTENCAO;FERRAMENTAS E ACESSORIOS;FERRAMENTAS;MANUAL;MANUAL
584;PNEU BRAVURIS R15 195/55 85V;51342173914;1;GERAL;POSTO COMBUSTIVEL;AUTOMOTIVOS DIVERSOS;AUTOMOTIVOS DIVERSOS;AUTOMOTIVOS DIVERSOS;AUTOMOTIVOS DIVERSOS;PNEU;PNEU
584;PNEU BRAVURIS R15 195/55 85V;051342173914;1;GERAL;POSTO COMBUSTIVEL;AUTOMOTIVOS DIVERSOS;AUTOMOTIVOS DIVERSOS;AUTOMOTIVOS DIVERSOS;AUTOMOTIVOS DIVERSOS;PNEU;PNEU
585;PNEU KUMHO R15 195/55;8808956096748;1;GERAL;POSTO COMBUSTIVEL;AUTOMOTIVOS DIVERSOS;AUTOMOTIVOS DIVERSOS;AUTOMOTIVOS DIVERSOS;AUTOMOTIVOS DIVERSOS;PNEU;PNEU
587;SILICONE AROMACAR 100ML AROMATIZADO;7898104150164;1;GERAL;NAO ALIMENTAR;BAZAR;AUTOMOTIVO;LIMPEZA AUTO;SILICONE;SILICONE;SILICONE
589;PNEU RIVEIRA R16 205 55;8886459502225;1;GERAL;POSTO COMBUSTIVEL;AUTOMOTIVOS DIVERSOS;AUTOMOTIVOS DIVERSOS;AUTOMOTIVOS DIVERSOS;AUTOMOTIVOS DIVERSOS;PNEU;PNEU
590;SILICONE RADNAQ 200GR GEL;7898173503946;1;GERAL;NAO ALIMENTAR;BAZAR;MANUTENCAO;FERRAMENTAS E ACESSORIOS;FERRAMENTAS;MANUAL;MANUAL
591;PNEU CONTINENTAL R14 175/70 84T;051342137602;1;GERAL;POSTO COMBUSTIVEL;AUTOMOTIVOS DIVERSOS;AUTOMOTIVOS DIVERSOS;AUTOMOTIVOS DIVERSOS;AUTOMOTIVOS DIVERSOS;PNEU;PNEU
592;TAMPA TANQUE TANCLICK TC 309;7893272000464;1;GERAL;POSTO COMBUSTIVEL;AUTOMOTIVOS DIVERSOS;AUTOMOTIVOS DIVERSOS;AUTOMOTIVOS DIVERSOS;AUTOMOTIVOS DIVERSOS;TAMPAS;TAMPAS
593;CERV LT FAXE 1LT PREMIUM;5741000107829;1;GERAL;MERCEARIA;BEBIDAS;CERVEJAS;ARTESANAL;LAGER;OUTROS;LATA
594;TAMPA TANQUE TANCLICK A 2001;7893272000549;1;GERAL;POSTO COMBUSTIVEL;AUTOMOTIVOS DIVERSOS;AUTOMOTIVOS DIVERSOS;AUTOMOTIVOS DIVERSOS;AUTOMOTIVOS DIVERSOS;TAMPAS;TAMPAS
595;PNEU CONTINENTAL R14 185/65;51342137640;1;GERAL;POSTO COMBUSTIVEL;AUTOMOTIVOS DIVERSOS;AUTOMOTIVOS DIVERSOS;AUTOMOTIVOS DIVERSOS;AUTOMOTIVOS DIVERSOS;PNEU;PNEU
596;TAMPA TANQUE TANCLICK T 6020;7893272000600;1;GERAL;POSTO COMBUSTIVEL;AUTOMOTIVOS DIVERSOS;AUTOMOTIVOS DIVERSOS;AUTOMOTIVOS DIVERSOS;AUTOMOTIVOS DIVERSOS;TAMPAS;TAMPAS
601;TAMPA OLEO TANCLICK TC 3051;7893272000617;1;GERAL;POSTO COMBUSTIVEL;AUTOMOTIVOS DIVERSOS;AUTOMOTIVOS DIVERSOS;AUTOMOTIVOS DIVERSOS;AUTOMOTIVOS DIVERSOS;TAMPAS;TAMPAS
602;TAMPA TANQUE TANCLICK TC 3030;7893272000310;1;GERAL;POSTO COMBUSTIVEL;AUTOMOTIVOS DIVERSOS;AUTOMOTIVOS DIVERSOS;AUTOMOTIVOS DIVERSOS;AUTOMOTIVOS DIVERSOS;TAMPAS;TAMPAS
603;TAMPA OLEO TANCLICK TC 3050;7893272000624;1;GERAL;POSTO COMBUSTIVEL;AUTOMOTIVOS DIVERSOS;AUTOMOTIVOS DIVERSOS;AUTOMOTIVOS DIVERSOS;AUTOMOTIVOS DIVERSOS;TAMPAS;TAMPAS
604;TAMPA TANQUE TANCLICK TC 4007;7893272000389;1;GERAL;POSTO COMBUSTIVEL;AUTOMOTIVOS DIVERSOS;AUTOMOTIVOS DIVERSOS;AUTOMOTIVOS DIVERSOS;AUTOMOTIVOS DIVERSOS;TAMPAS;TAMPAS
605;TAMPA RESERV TANCLICK TC 4041;7893272000181;1;GERAL;POSTO COMBUSTIVEL;AUTOMOTIVOS DIVERSOS;AUTOMOTIVOS DIVERSOS;AUTOMOTIVOS DIVERSOS;AUTOMOTIVOS DIVERSOS;TAMPAS;TAMPAS
606;TAMPA TANQUE TANCLICK TC 6065;7893272002246;1;GERAL;POSTO COMBUSTIVEL;AUTOMOTIVOS DIVERSOS;AUTOMOTIVOS DIVERSOS;AUTOMOTIVOS DIVERSOS;AUTOMOTIVOS DIVERSOS;TAMPAS;TAMPAS
607;PNEU KUMHO R14 185/65;8808956099367;1;GERAL;POSTO COMBUSTIVEL;AUTOMOTIVOS DIVERSOS;AUTOMOTIVOS DIVERSOS;AUTOMOTIVOS DIVERSOS;AUTOMOTIVOS DIVERSOS;PNEU;PNEU
608;TAMPA TANQUE TANCLICK TC 6090;7893272000372;1;GERAL;POSTO COMBUSTIVEL;AUTOMOTIVOS DIVERSOS;AUTOMOTIVOS DIVERSOS;AUTOMOTIVOS DIVERSOS;AUTOMOTIVOS DIVERSOS;TAMPAS;TAMPAS
609;PNEU KUMHO R15 185/65 88H;8808956129736;1;GERAL;POSTO COMBUSTIVEL;AUTOMOTIVOS DIVERSOS;AUTOMOTIVOS DIVERSOS;AUTOMOTIVOS DIVERSOS;AUTOMOTIVOS DIVERSOS;PNEU;PNEU
610;TAMPA TANQUE TRINK A101;7892145001010;1;GERAL;POSTO COMBUSTIVEL;AUTOMOTIVOS DIVERSOS;AUTOMOTIVOS DIVERSOS;AUTOMOTIVOS DIVERSOS;AUTOMOTIVOS DIVERSOS;TAMPAS;TAMPAS
611;TAMPA TANQUE TRINK G 307;7892145003076;1;GERAL;POSTO COMBUSTIVEL;AUTOMOTIVOS DIVERSOS;AUTOMOTIVOS DIVERSOS;AUTOMOTIVOS DIVERSOS;AUTOMOTIVOS DIVERSOS;TAMPAS;TAMPAS
614;TAMPA OLEO TRINK O 6011;7892145060116;1;GERAL;POSTO COMBUSTIVEL;AUTOMOTIVOS DIVERSOS;AUTOMOTIVOS DIVERSOS;AUTOMOTIVOS DIVERSOS;AUTOMOTIVOS DIVERSOS;TAMPAS;TAMPAS
615;TAMPA OLEO TRINK O 6013;7892145060130;1;GERAL;POSTO COMBUSTIVEL;AUTOMOTIVOS DIVERSOS;AUTOMOTIVOS DIVERSOS;AUTOMOTIVOS DIVERSOS;AUTOMOTIVOS DIVERSOS;TAMPAS;TAMPAS
617;TAMPA OLEO TRINK O 6032;7892145060321;1;GERAL;POSTO COMBUSTIVEL;AUTOMOTIVOS DIVERSOS;AUTOMOTIVOS DIVERSOS;AUTOMOTIVOS DIVERSOS;AUTOMOTIVOS DIVERSOS;TAMPAS;TAMPAS
620;CERV SUPER BOCK 250ML;56093254;1;GERAL;MERCEARIA;BEBIDAS;CERVEJAS;ARTESANAL;LAGER;OUTROS;LATA
621;TAMPA RADIADOR TRINK R 5001;7892145050018;1;GERAL;POSTO COMBUSTIVEL;AUTOMOTIVOS DIVERSOS;AUTOMOTIVOS DIVERSOS;AUTOMOTIVOS DIVERSOS;AUTOMOTIVOS DIVERSOS;TAMPAS;TAMPAS
622;TAMPA RADIADOR TRINK R 5002;7892145050025;1;GERAL;POSTO COMBUSTIVEL;AUTOMOTIVOS DIVERSOS;AUTOMOTIVOS DIVERSOS;AUTOMOTIVOS DIVERSOS;AUTOMOTIVOS DIVERSOS;TAMPAS;TAMPAS
623;TAMPA RADIADOR TRINK R 5018;7892145050186;1;GERAL;POSTO COMBUSTIVEL;AUTOMOTIVOS DIVERSOS;AUTOMOTIVOS DIVERSOS;AUTOMOTIVOS DIVERSOS;AUTOMOTIVOS DIVERSOS;TAMPAS;TAMPAS
624;TAMPA RADIADOR TRINK TR 5052;7892145050520;1;GERAL;POSTO COMBUSTIVEL;AUTOMOTIVOS DIVERSOS;AUTOMOTIVOS DIVERSOS;AUTOMOTIVOS DIVERSOS;AUTOMOTIVOS DIVERSOS;TAMPAS;TAMPAS
625;SUCO LIQ INTEG CASA PERINI 300ML UVA TINTO;7896452111073;1;GERAL;MERCEARIA;BEBIDAS;SUCO E AFINS;CONCENTRADO;ATE 999ML;ATE 999ML;ATE 999ML
626;TAMPA RADIADOR TRINK TR 5054;7892145050544;1;GERAL;POSTO COMBUSTIVEL;AUTOMOTIVOS DIVERSOS;AUTOMOTIVOS DIVERSOS;AUTOMOTIVOS DIVERSOS;AUTOMOTIVOS DIVERSOS;TAMPAS;TAMPAS
627;SUCO LIQ INTEG CASA PERINI 300ML UVA BRANCA;7896452100428;1;GERAL;MERCEARIA;BEBIDAS;SUCO E AFINS;CONCENTRADO;ATE 999ML;ATE 999ML;ATE 999ML
628;TAMPA RADIADOR TRINK TR 5055;7892145050551;1;GERAL;POSTO COMBUSTIVEL;AUTOMOTIVOS DIVERSOS;AUTOMOTIVOS DIVERSOS;AUTOMOTIVOS DIVERSOS;AUTOMOTIVOS DIVERSOS;TAMPAS;TAMPAS
629;TAMPA RADIADOR TRINK TR 5056;7892145050568;1;GERAL;POSTO COMBUSTIVEL;AUTOMOTIVOS DIVERSOS;AUTOMOTIVOS DIVERSOS;AUTOMOTIVOS DIVERSOS;AUTOMOTIVOS DIVERSOS;TAMPAS;TAMPAS
630;CIG BOX CAMEL BLUE;78939097;1;GERAL;NAO ALIMENTAR;TABACARIA;CIGARRO;CIGARRO BOX;CIGARRO BOX;CIGARRO BOX;CIGARRO BOX
630;CIG BOX CAMEL BLUE;78938922;1;GERAL;NAO ALIMENTAR;TABACARIA;CIGARRO;CIGARRO BOX;CIGARRO BOX;CIGARRO BOX;CIGARRO BOX
630;CIG BOX CAMEL BLUE;40331591;1;GERAL;NAO ALIMENTAR;TABACARIA;CIGARRO;CIGARRO BOX;CIGARRO BOX;CIGARRO BOX;CIGARRO BOX
630;CIG BOX CAMEL BLUE;78948051;1;GERAL;NAO ALIMENTAR;TABACARIA;CIGARRO;CIGARRO BOX;CIGARRO BOX;CIGARRO BOX;CIGARRO BOX
633;CIG BOX CAMEL FILTERS YELLOW;78938939;1;GERAL;NAO ALIMENTAR;TABACARIA;CIGARRO;CIGARRO BOX;CIGARRO BOX;CIGARRO BOX;CIGARRO BOX
633;CIG BOX CAMEL FILTERS YELLOW;78939080;1;GERAL;NAO ALIMENTAR;TABACARIA;CIGARRO;CIGARRO BOX;CIGARRO BOX;CIGARRO BOX;CIGARRO BOX
633;CIG BOX CAMEL FILTERS YELLOW;40329055;1;GERAL;NAO ALIMENTAR;TABACARIA;CIGARRO;CIGARRO BOX;CIGARRO BOX;CIGARRO BOX;CIGARRO BOX
633;CIG BOX CAMEL FILTERS YELLOW;78948020;1;GERAL;NAO ALIMENTAR;TABACARIA;CIGARRO;CIGARRO BOX;CIGARRO BOX;CIGARRO BOX;CIGARRO BOX
635;CIG BOX CAMEL OPTION MINT;42139621;1;GERAL;NAO ALIMENTAR;TABACARIA;CIGARRO;CIGARRO BOX;CIGARRO BOX;CIGARRO BOX;CIGARRO BOX
637;CIG MACO DJARUM BLACK;78939929;1;GERAL;NAO ALIMENTAR;TABACARIA;CIGARRO;CIGARRO MACO;CIGARRO MACO;CIGARRO MACO;CIGARRO MACO
637;CIG MACO DJARUM BLACK;78917439;1;GERAL;NAO ALIMENTAR;TABACARIA;CIGARRO;CIGARRO MACO;CIGARRO MACO;CIGARRO MACO;CIGARRO MACO
638;CIG MACO DJARUM BLACK CANE MENT;78926301;1;GERAL;NAO ALIMENTAR;TABACARIA;CIGARRO;CIGARRO MACO;CIGARRO MACO;CIGARRO MACO;CIGARRO MACO
639;CIG MACO DJARUM BLACK JADE MENTHOL;78939912;1;GERAL;NAO ALIMENTAR;TABACARIA;CIGARRO;CIGARRO MACO;CIGARRO MACO;CIGARRO MACO;CIGARRO MACO
639;CIG MACO DJARUM BLACK JADE MENTHOL;78917415;1;GERAL;NAO ALIMENTAR;TABACARIA;CIGARRO;CIGARRO MACO;CIGARRO MACO;CIGARRO MACO;CIGARRO MACO
640;CIG MACO DJARUM LA ICE CER MENT;78922761;1;GERAL;NAO ALIMENTAR;TABACARIA;CIGARRO;CIGARRO MACO;CIGARRO MACO;CIGARRO MACO;CIGARRO MACO
641;CIG BOX DJARUM LA MENTHOL;78941229;1;GERAL;NAO ALIMENTAR;TABACARIA;CIGARRO;CIGARRO BOX;CIGARRO BOX;CIGARRO BOX;CIGARRO BOX
641;CIG BOX DJARUM LA MENTHOL;78917408;1;GERAL;NAO ALIMENTAR;TABACARIA;CIGARRO;CIGARRO BOX;CIGARRO BOX;CIGARRO BOX;CIGARRO BOX
642;CIG MACO DJARUM LA CEREJA;78921702;1;GERAL;NAO ALIMENTAR;TABACARIA;CIGARRO;CIGARRO MACO;CIGARRO MACO;CIGARRO MACO;CIGARRO MACO
643;PALHA P CIGARRO PALHEIROS;7898903029111;1;GERAL;NAO ALIMENTAR;TABACARIA;PALHA;PALHA;PALHA;PALHA;PALHA
644;NECTAR KEN UP 450ML LARANJA;7898303432344;1;GERAL;MERCEARIA;BEBIDAS;SUCO E AFINS;CONCENTRADO;ATE 999ML;ATE 999ML;ATE 999ML
645;CIG BOX PARLIAMENT BLUE KS;78923584;1;GERAL;NAO ALIMENTAR;TABACARIA;CIGARRO;CIGARRO BOX;CIGARRO BOX;CIGARRO BOX;CIGARRO BOX
646;CIG BOX SAMPOERNA CRAVO KS;78939325;1;GERAL;NAO ALIMENTAR;TABACARIA;CIGARRO;CIGARRO BOX;CIGARRO BOX;CIGARRO BOX;CIGARRO BOX
646;CIG BOX SAMPOERNA CRAVO KS;78900158;1;GERAL;NAO ALIMENTAR;TABACARIA;CIGARRO;CIGARRO BOX;CIGARRO BOX;CIGARRO BOX;CIGARRO BOX
647;BEB LAC UHT NESCAFE 270ML SMOOVLATT;7891000250907;1;GERAL;MERCEARIA;COMMODITIES;LEITES UHT;BEBIDA LACTEA;BEBIDA LACTEA;BEBIDA LACTEA;BEBIDA LACTEA
647;BEB LAC UHT NESCAFE 270ML SMOOVLATT;7891000110829;1;GERAL;MERCEARIA;COMMODITIES;LEITES UHT;BEBIDA LACTEA;BEBIDA LACTEA;BEBIDA LACTEA;BEBIDA LACTEA
648;KIT CG CT FREE BOOST FRESH VERDE;7891028003721;1;GERAL;NAO ALIMENTAR;TABACARIA;CIGARRO;CIGARRO BOX;CIGARRO BOX;CIGARRO BOX;CIGARRO BOX
650;BOLO DOCE DOCE 900G 2 AMORES;7898488311564;1;GERAL;PERECIVEIS;CONFEITARIA;FRESCA;INDUSTRIALIZADO;BOLO FRESCO;ESPECIAIS;UN
651;CIG BOX DUNHILL OF MENTHOL;7891028598227;1;GERAL;NAO ALIMENTAR;TABACARIA;CIGARRO;CIGARRO BOX;CIGARRO BOX;CIGARRO BOX;CIGARRO BOX
652;BOLO DOCEDOCE 900G BRIGAD MINI;7898488311557;1;GERAL;PERECIVEIS;CONFEITARIA;FRESCA;INDUSTRIALIZADO;BOLO FRESCO;ESPECIAIS;UN
653;CIG CT WINSTON STYLE BLUE;78947832;1;GERAL;NAO ALIMENTAR;TABACARIA;CIGARRO;CIGARRO BOX;CIGARRO BOX;CIGARRO BOX;CIGARRO BOX
654;BOLO CONG DOCEDOCE 900G CR/BOMBOM;7898488310130;1;GERAL;PERECIVEIS;CONFEITARIA;FRESCA;INDUSTRIALIZADO;BOLO FRESCO;ESPECIAIS;UN
655;CIG BOX WINSTON STYLE RED;78938489;1;GERAL;NAO ALIMENTAR;TABACARIA;CIGARRO;CIGARRO BOX;CIGARRO BOX;CIGARRO BOX;CIGARRO BOX
655;CIG BOX WINSTON STYLE RED;78947849;1;GERAL;NAO ALIMENTAR;TABACARIA;CIGARRO;CIGARRO BOX;CIGARRO BOX;CIGARRO BOX;CIGARRO BOX
656;BOLO DOCEDOCE 900G CROCANTE;7898488314992;1;GERAL;PERECIVEIS;CONFEITARIA;FRESCA;INDUSTRIALIZADO;BOLO FRESCO;ESPECIAIS;UN
657;BOLO DOCEDOCE 900G MORANG CHOC;7898488314978;1;GERAL;PERECIVEIS;CONFEITARIA;FRESCA;INDUSTRIALIZADO;BOLO FRESCO;ESPECIAIS;UN
659;CIG CT WHITE RED;78928688;1;GERAL;NAO ALIMENTAR;TABACARIA;CIGARRO;CIGARRO BOX;CIGARRO BOX;CIGARRO BOX;CIGARRO BOX
660;BOLO CONG DOCEDOCE 700G SONHO VALSA;7898488311588;1;GERAL;PERECIVEIS;CONFEITARIA;FRESCA;INDUSTRIALIZADO;BOLO FRESCO;ESPECIAIS;UN
7796;*ALIM SOJA JASMINE SOYLAIT 300G MORANGO;7896283001529;1;GERAL;SEM CATEGORIA;SEM CATEGORIA;SEM CATEGORIA;SEM CATEGORIA;SEM CATEGORIA;SEM CATEGORIA;SEM CATEGORIA
279121;*ATIVADOR CAB ORIGEM 500ML CACHIN INTENSO;7896085869600;1;GERAL;SEM CATEGORIA;SEM CATEGORIA;SEM CATEGORIA;SEM CATEGORIA;SEM CATEGORIA;SEM CATEGORIA;SEM CATEGORIA
664;CHEESECAKE DOCEDOCE 900G F VERM;7898488317955;1;GERAL;PERECIVEIS;CONFEITARIA;FRESCA;INDUSTRIALIZADO;BOLO FRESCO;ESPECIAIS;UN
279122;*ATIVADOR CAB ORIGEM 500ML CACHIN MARCANTS;7896085869617;1;GERAL;SEM CATEGORIA;SEM CATEGORIA;SEM CATEGORIA;SEM CATEGORIA;SEM CATEGORIA;SEM CATEGORIA;SEM CATEGORIA
279123;*ATIVADOR CAB ORIGEM 500ML CACHIN SUAVES;7896085869624;1;GERAL;SEM CATEGORIA;SEM CATEGORIA;SEM CATEGORIA;SEM CATEGORIA;SEM CATEGORIA;SEM CATEGORIA;SEM CATEGORIA
667;CANOLLI DOCEDOCE 80G CHOC;7898488312172;1;GERAL;PERECIVEIS;CONFEITARIA;SECA;INDUSTRIALIZADA;DOCES;OUTROS;UN
670;ROCAMBOLE DOCEDOCE 150G SABORES;7898488319621;1;GERAL;PERECIVEIS;CONFEITARIA;FRESCA;INDUSTRIALIZADO;SOBREMESA REFRIGERADA;ROCAMBOLE;UN
670;ROCAMBOLE DOCEDOCE 150G SABORES;7898488319607;1;GERAL;PERECIVEIS;CONFEITARIA;FRESCA;INDUSTRIALIZADO;SOBREMESA REFRIGERADA;ROCAMBOLE;UN
670;ROCAMBOLE DOCEDOCE 150G SABORES;7898488319614;1;GERAL;PERECIVEIS;CONFEITARIA;FRESCA;INDUSTRIALIZADO;SOBREMESA REFRIGERADA;ROCAMBOLE;UN
672;TORTA DOCEDOCE 700G ALEMA;7898488310475;1;GERAL;PERECIVEIS;PAS;CONGELADO;SOBREMESA;TORTA DOCE;TORTA DOCE;TORTA DOCE
672;TORTA DOCEDOCE 700G ALEMA;7898488317962;1;GERAL;PERECIVEIS;PAS;CONGELADO;SOBREMESA;TORTA DOCE;TORTA DOCE;TORTA DOCE
673;ESFIRRA DOCEDOCE UN CARNE;7898488313834;1;GERAL;PERECIVEIS;PADARIA;PROPRIA;LANCHES E SALGADOS;LANCHES;SALGADO ASSADO;VENDA UN
674;ESFIRRA DOCEDOCE UN FGO;7898488314237;1;GERAL;PERECIVEIS;PADARIA;PROPRIA;LANCHES E SALGADOS;LANCHES;SALGADO ASSADO;VENDA UN
675;TORTA ALEMA FAT DOCEDOCE 150G;7898488314121;1;GERAL;PERECIVEIS;PAS;CONGELADO;SOBREMESA;TORTA DOCE;TORTA DOCE;TORTA DOCE
676;TORTA ALPINO FAT DOCEDOCE 150G;7898488314114;1;GERAL;PERECIVEIS;PAS;CONGELADO;SOBREMESA;TORTA DOCE;TORTA DOCE;TORTA DOCE
677;TORTA DOCEDOCE 900G ALPINO MINI;7898488310796;1;GERAL;PERECIVEIS;PAS;CONGELADO;SOBREMESA;TORTA DOCE;TORTA DOCE;TORTA DOCE
10763;*CUIA TERERE PEPE;7898173340084;1;GERAL;SEM CATEGORIA;SEM CATEGORIA;SEM CATEGORIA;SEM CATEGORIA;SEM CATEGORIA;SEM CATEGORIA;SEM CATEGORIA
