SEQPRODUTO;DESCCOMPLETA;CODACESSO;QTDEMBALAGEM;NIVEL 0;NIVEL 1;NIVEL 2;NIVEL 3;NIVEL 4;NIVEL 5;NIVEL 6;NIVEL 7
263526;BLUSA FEM G MARCA M TIGRE M/L 00704002;84758;1;GERAL;NAO ALIMENTAR;TEXTIL;OUTROS;OUTROS;OUTROS;OUTROS;OUTROS
263381;BLUSA FEM G MARCA M TRICOT;847001;1;GERAL;NAO ALIMENTAR;TEXTIL;OUTROS;OUTROS;OUTROS;OUTROS;OUTROS
266408;BLUSA FEM G MARCA M TULE M/L;847179;1;GERAL;NAO ALIMENTAR;TEXTIL;OUTROS;OUTROS;OUTROS;OUTROS;OUTROS
266417;BLUSA FEM G MARCA M TULE M/L;847186;1;GERAL;NAO ALIMENTAR;TEXTIL;OUTROS;OUTROS;OUTROS;OUTROS;OUTROS
267374;BLUSA FEM G MARCA M TULE M/L;847544;1;GERAL;NAO ALIMENTAR;TEXTIL;OUTROS;OUTROS;OUTROS;OUTROS;OUTROS
263103;BLUSA FEM G MARCA M TULE M/L 00706801;847568;1;GERAL;NAO ALIMENTAR;TEXTIL;OUTROS;OUTROS;OUTROS;OUTROS;OUTROS
266441;BLUSA FEM G MARCA MANGA DEVORE;697286;1;GERAL;NAO ALIMENTAR;TEXTIL;OUTROS;OUTROS;OUTROS;OUTROS;OUTROS
263530;BLUSA FEM G MARCA P M/L 00713610;847483;1;GERAL;NAO ALIMENTAR;TEXTIL;OUTROS;OUTROS;OUTROS;OUTROS;OUTROS
267171;BLUSA FEM G MARCA P M/L BORDADO;109284;1;GERAL;NAO ALIMENTAR;TEXTIL;OUTROS;OUTROS;OUTROS;OUTROS;OUTROS
241244;BLUSA FEM G MARCA P M/L DET 745501;109314;1;GERAL;NAO ALIMENTAR;TEXTIL;OUTROS;OUTROS;OUTROS;OUTROS;OUTROS
263070;BLUSA FEM G MARCA P MESCLA M/L 00707028;847452;1;GERAL;NAO ALIMENTAR;TEXTIL;OUTROS;OUTROS;OUTROS;OUTROS;OUTROS
263356;BLUSA FEM G MARCA P SERPENTE;847612;1;GERAL;NAO ALIMENTAR;TEXTIL;OUTROS;OUTROS;OUTROS;OUTROS;OUTROS
258642;BLUSA FEM G MARCA P TRICOT M/L;847025;1;GERAL;NAO ALIMENTAR;TEXTIL;OUTROS;OUTROS;OUTROS;OUTROS;OUTROS
263338;BLUSA FEM G MARCA P TULE M/L 00706809;847094;1;GERAL;NAO ALIMENTAR;TEXTIL;OUTROS;OUTROS;OUTROS;OUTROS;OUTROS
262975;BLUSA FEM G MARCA P TULE M/L 00707601;847162;1;GERAL;NAO ALIMENTAR;TEXTIL;OUTROS;OUTROS;OUTROS;OUTROS;OUTROS
267162;BLUSA FEM G MARCA SEGUNDA PELE;69717;1;GERAL;NAO ALIMENTAR;TEXTIL;OUTROS;OUTROS;OUTROS;OUTROS;OUTROS
263391;BLUSA FEM G SP;98818;1;GERAL;NAO ALIMENTAR;TEXTIL;OUTROS;OUTROS;OUTROS;OUTROS;OUTROS
257972;BLUSA FEM GRACIA BELLA G1 M/L CIGAN;108879;1;GERAL;NAO ALIMENTAR;TEXTIL;OUTROS;OUTROS;OUTROS;OUTROS;OUTROS
267436;BLUSA FEM GRACIA BELLA G2 M/L NANOM;108898;1;GERAL;NAO ALIMENTAR;TEXTIL;OUTROS;OUTROS;OUTROS;OUTROS;OUTROS
266572;BLUSA FEM GRACIA BELLA G3 M/L CIGAN;108881;1;GERAL;NAO ALIMENTAR;TEXTIL;OUTROS;OUTROS;OUTROS;OUTROS;OUTROS
263294;BLUSA FEM GRACIA G2 MANG CORT LAT;993623;1;GERAL;NAO ALIMENTAR;TEXTIL;OUTROS;OUTROS;OUTROS;OUTROS;OUTROS
263171;BLUSA FEM GRACIA M M/L DECOT TRAM;110377;1;GERAL;NAO ALIMENTAR;TEXTIL;OUTROS;OUTROS;OUTROS;OUTROS;OUTROS
263111;BLUSA FEM GRACIA M M/L PUNHOS RENDA 2517;108877;1;GERAL;NAO ALIMENTAR;TEXTIL;OUTROS;OUTROS;OUTROS;OUTROS;OUTROS
266351;BLUSA FEM GRACIA M M/L RENDA LASER;108867;1;GERAL;NAO ALIMENTAR;TEXTIL;OUTROS;OUTROS;OUTROS;OUTROS;OUTROS
263384;BLUSA FEM GRACIA P M/L SUBLIMADO 2508;110365;1;GERAL;NAO ALIMENTAR;TEXTIL;OUTROS;OUTROS;OUTROS;OUTROS;OUTROS
255975;BLUSA FEM GRANDE MARCA;761765;1;GERAL;NAO ALIMENTAR;TEXTIL;OUTROS;OUTROS;OUTROS;OUTROS;OUTROS
255921;BLUSA FEM GRANDE MARCA;761819;1;GERAL;NAO ALIMENTAR;TEXTIL;OUTROS;OUTROS;OUTROS;OUTROS;OUTROS
255988;BLUSA FEM GRANDE MARCA;761833;1;GERAL;NAO ALIMENTAR;TEXTIL;OUTROS;OUTROS;OUTROS;OUTROS;OUTROS
259058;BLUSA FEM GRANDE MARCA;629683;1;GERAL;NAO ALIMENTAR;TEXTIL;OUTROS;OUTROS;OUTROS;OUTROS;OUTROS
255994;BLUSA FEM GRANDE MARCA;761512;1;GERAL;NAO ALIMENTAR;TEXTIL;OUTROS;OUTROS;OUTROS;OUTROS;OUTROS
258976;BLUSA FEM GRANDE MARCA;761697;1;GERAL;NAO ALIMENTAR;TEXTIL;OUTROS;OUTROS;OUTROS;OUTROS;OUTROS
255562;BLUSA FEM GRANDE MARCA;761826;1;GERAL;NAO ALIMENTAR;TEXTIL;OUTROS;OUTROS;OUTROS;OUTROS;OUTROS
283714;BLUSA FEM GRANDE MARCA 678301;761505;1;GERAL;NAO ALIMENTAR;TEXTIL;OUTROS;OUTROS;OUTROS;OUTROS;OUTROS
263301;BLUSA FEM GRANDE MARCA 687899;761901;1;GERAL;NAO ALIMENTAR;TEXTIL;OUTROS;OUTROS;OUTROS;OUTROS;OUTROS
267203;BLUSA FEM GRANDE MARCA DETALHE;69722;1;GERAL;NAO ALIMENTAR;TEXTIL;OUTROS;OUTROS;OUTROS;OUTROS;OUTROS
262459;BLUSA FEM GRANDE MARCA FRANZIDO;291927;1;GERAL;NAO ALIMENTAR;TEXTIL;OUTROS;OUTROS;OUTROS;OUTROS;OUTROS
266339;BLUSA FEM GUEDA BASICA M/L;142892;1;GERAL;NAO ALIMENTAR;TEXTIL;OUTROS;OUTROS;OUTROS;OUTROS;OUTROS
266452;BLUSA FEM GUEDA BASICA M/L;142908;1;GERAL;NAO ALIMENTAR;TEXTIL;OUTROS;OUTROS;OUTROS;OUTROS;OUTROS
254298;BLUSA FEM ICONE ALCA S/COSTURA;025805;1;GERAL;NAO ALIMENTAR;TEXTIL;OUTROS;OUTROS;OUTROS;OUTROS;OUTROS
258353;BLUSA FEM ICONE G M/L;935081;1;GERAL;NAO ALIMENTAR;TEXTIL;OUTROS;OUTROS;OUTROS;OUTROS;OUTROS
257968;BLUSA FEM ICONE M M/L;93507;1;GERAL;NAO ALIMENTAR;TEXTIL;OUTROS;OUTROS;OUTROS;OUTROS;OUTROS
258541;BLUSA FEM ICONE P M/L;935067;1;GERAL;NAO ALIMENTAR;TEXTIL;OUTROS;OUTROS;OUTROS;OUTROS;OUTROS
254687;BLUSA FEM ICONE S/MG REGATA S/COS;259187;1;GERAL;NAO ALIMENTAR;TEXTIL;OUTROS;OUTROS;OUTROS;OUTROS;OUTROS
256286;BLUSA FEM INF ALAKAZOO 3 COTTON 1.3;116749;1;GERAL;NAO ALIMENTAR;TEXTIL;OUTROS;OUTROS;OUTROS;OUTROS;OUTROS
256414;BLUSA FEM INF ALAKAZOO 4 MVS 1.3438;116688;1;GERAL;NAO ALIMENTAR;TEXTIL;OUTROS;OUTROS;OUTROS;OUTROS;OUTROS
259077;BLUSA FEM INF ALAKAZOO 6 M/L JOLY;108729;1;GERAL;NAO ALIMENTAR;TEXTIL;OUTROS;OUTROS;OUTROS;OUTROS;OUTROS
266779;BLUSA FEM INF ALAKAZOO COTTON 04 00193;1000000015904;1;GERAL;NAO ALIMENTAR;TEXTIL;OUTROS;OUTROS;OUTROS;OUTROS;OUTROS
266780;BLUSA FEM INF ALAKAZOO COTTON 06 00193;1000000015911;1;GERAL;NAO ALIMENTAR;TEXTIL;OUTROS;OUTROS;OUTROS;OUTROS;OUTROS
266781;BLUSA FEM INF ALAKAZOO COTTON 08 00193;1000000015928;1;GERAL;NAO ALIMENTAR;TEXTIL;OUTROS;OUTROS;OUTROS;OUTROS;OUTROS
266782;BLUSA FEM INF ALAKAZOO COTTON 10 00193;1000000015935;1;GERAL;NAO ALIMENTAR;TEXTIL;OUTROS;OUTROS;OUTROS;OUTROS;OUTROS
281247;BLUSA FEM INF ALAKAZOO COTTON SOFT 01 00190;1000000059816;1;GERAL;NAO ALIMENTAR;TEXTIL;OUTROS;OUTROS;OUTROS;OUTROS;OUTROS
281248;BLUSA FEM INF ALAKAZOO COTTON SOFT 02 00190;1000000059823;1;GERAL;NAO ALIMENTAR;TEXTIL;OUTROS;OUTROS;OUTROS;OUTROS;OUTROS
258980;BLUSA FEM INF ALAKAZOO COTTON SOFT 02 00198;116565;1;GERAL;NAO ALIMENTAR;TEXTIL;OUTROS;OUTROS;OUTROS;OUTROS;OUTROS
281249;BLUSA FEM INF ALAKAZOO COTTON SOFT 03 00190;1000000059830;1;GERAL;NAO ALIMENTAR;TEXTIL;OUTROS;OUTROS;OUTROS;OUTROS;OUTROS
281302;BLUSA FEM INF ALAKAZOO COTTON SOFT 04 34973;1000000060058;1;GERAL;NAO ALIMENTAR;TEXTIL;OUTROS;OUTROS;OUTROS;OUTROS;OUTROS
281304;BLUSA FEM INF ALAKAZOO COTTON SOFT 06 34973;1000000060065;1;GERAL;NAO ALIMENTAR;TEXTIL;OUTROS;OUTROS;OUTROS;OUTROS;OUTROS
281305;BLUSA FEM INF ALAKAZOO COTTON SOFT 08 34973;1000000060072;1;GERAL;NAO ALIMENTAR;TEXTIL;OUTROS;OUTROS;OUTROS;OUTROS;OUTROS
281306;BLUSA FEM INF ALAKAZOO COTTON SOFT 10 34973;1000000060089;1;GERAL;NAO ALIMENTAR;TEXTIL;OUTROS;OUTROS;OUTROS;OUTROS;OUTROS
266316;BLUSA FEM INF ALAKAZOO M.CLEAR HIGH 04 64517;1000000013481;1;GERAL;NAO ALIMENTAR;TEXTIL;OUTROS;OUTROS;OUTROS;OUTROS;OUTROS
266317;BLUSA FEM INF ALAKAZOO M.CLEAR HIGH 06 64517;1000000013498;1;GERAL;NAO ALIMENTAR;TEXTIL;OUTROS;OUTROS;OUTROS;OUTROS;OUTROS
266319;BLUSA FEM INF ALAKAZOO M.CLEAR HIGH 08 64517;1000000013504;1;GERAL;NAO ALIMENTAR;TEXTIL;OUTROS;OUTROS;OUTROS;OUTROS;OUTROS
266320;BLUSA FEM INF ALAKAZOO M.CLEAR HIGH 10 64517;1000000013511;1;GERAL;NAO ALIMENTAR;TEXTIL;OUTROS;OUTROS;OUTROS;OUTROS;OUTROS
281137;BLUSA FEM INF ALAKAZOO M/C COTTON 01 40390;1000000059007;1;GERAL;NAO ALIMENTAR;TEXTIL;OUTROS;OUTROS;OUTROS;OUTROS;OUTROS
281138;BLUSA FEM INF ALAKAZOO M/C COTTON 02 40390;1000000059014;1;GERAL;NAO ALIMENTAR;TEXTIL;OUTROS;OUTROS;OUTROS;OUTROS;OUTROS
281139;BLUSA FEM INF ALAKAZOO M/C COTTON 03 40390;1000000059021;1;GERAL;NAO ALIMENTAR;TEXTIL;OUTROS;OUTROS;OUTROS;OUTROS;OUTROS
281140;BLUSA FEM INF ALAKAZOO M/C DEVORE 01 40391;1000000059038;1;GERAL;NAO ALIMENTAR;TEXTIL;OUTROS;OUTROS;OUTROS;OUTROS;OUTROS
281141;BLUSA FEM INF ALAKAZOO M/C DEVORE 02 40391;1000000059045;1;GERAL;NAO ALIMENTAR;TEXTIL;OUTROS;OUTROS;OUTROS;OUTROS;OUTROS
281142;BLUSA FEM INF ALAKAZOO M/C DEVORE 03 40391;1000000059052;1;GERAL;NAO ALIMENTAR;TEXTIL;OUTROS;OUTROS;OUTROS;OUTROS;OUTROS
307088;BLUSA FEM INF ALAKAZOO M/C M. MALHA 04 40953;1000000186901;1;GERAL;NAO ALIMENTAR;TEXTIL;OUTROS;OUTROS;OUTROS;OUTROS;OUTROS
307089;BLUSA FEM INF ALAKAZOO M/C M. MALHA 06 40953;1000000186918;1;GERAL;NAO ALIMENTAR;TEXTIL;OUTROS;OUTROS;OUTROS;OUTROS;OUTROS
307091;BLUSA FEM INF ALAKAZOO M/C M. MALHA 08 40953;1000000186925;1;GERAL;NAO ALIMENTAR;TEXTIL;OUTROS;OUTROS;OUTROS;OUTROS;OUTROS
307092;BLUSA FEM INF ALAKAZOO M/C M. MALHA 10 40953;1000000186932;1;GERAL;NAO ALIMENTAR;TEXTIL;OUTROS;OUTROS;OUTROS;OUTROS;OUTROS
281701;BLUSA FEM INF ALAKAZOO M/C M.VISCO 04 40513;1000000061475;1;GERAL;NAO ALIMENTAR;TEXTIL;OUTROS;OUTROS;OUTROS;OUTROS;OUTROS
281702;BLUSA FEM INF ALAKAZOO M/C M.VISCO 06 40513;1000000061482;1;GERAL;NAO ALIMENTAR;TEXTIL;OUTROS;OUTROS;OUTROS;OUTROS;OUTROS
281703;BLUSA FEM INF ALAKAZOO M/C M.VISCO 08 40513;1000000061499;1;GERAL;NAO ALIMENTAR;TEXTIL;OUTROS;OUTROS;OUTROS;OUTROS;OUTROS
281704;BLUSA FEM INF ALAKAZOO M/C M.VISCO 10 40513;1000000061505;1;GERAL;NAO ALIMENTAR;TEXTIL;OUTROS;OUTROS;OUTROS;OUTROS;OUTROS
281143;BLUSA FEM INF ALAKAZOO M/C M/MALHA 01 40393;1000000059069;1;GERAL;NAO ALIMENTAR;TEXTIL;OUTROS;OUTROS;OUTROS;OUTROS;OUTROS
281144;BLUSA FEM INF ALAKAZOO M/C M/MALHA 02 40393;1000000059076;1;GERAL;NAO ALIMENTAR;TEXTIL;OUTROS;OUTROS;OUTROS;OUTROS;OUTROS
281145;BLUSA FEM INF ALAKAZOO M/C M/MALHA 03 40393;1000000059083;1;GERAL;NAO ALIMENTAR;TEXTIL;OUTROS;OUTROS;OUTROS;OUTROS;OUTROS
281693;BLUSA FEM INF ALAKAZOO M/C PENTEADA 04 40507;1000000061390;1;GERAL;NAO ALIMENTAR;TEXTIL;OUTROS;OUTROS;OUTROS;OUTROS;OUTROS
281697;BLUSA FEM INF ALAKAZOO M/C PENTEADA 04 40510;1000000061437;1;GERAL;NAO ALIMENTAR;TEXTIL;OUTROS;OUTROS;OUTROS;OUTROS;OUTROS
305227;BLUSA FEM INF ALAKAZOO M/C PENTEADA 04 40973;1000000179651;1;GERAL;NAO ALIMENTAR;TEXTIL;OUTROS;OUTROS;OUTROS;OUTROS;OUTROS
281694;BLUSA FEM INF ALAKAZOO M/C PENTEADA 06 40507;1000000061406;1;GERAL;NAO ALIMENTAR;TEXTIL;OUTROS;OUTROS;OUTROS;OUTROS;OUTROS
281698;BLUSA FEM INF ALAKAZOO M/C PENTEADA 06 40510;1000000061444;1;GERAL;NAO ALIMENTAR;TEXTIL;OUTROS;OUTROS;OUTROS;OUTROS;OUTROS
305228;BLUSA FEM INF ALAKAZOO M/C PENTEADA 06 40973;1000000179668;1;GERAL;NAO ALIMENTAR;TEXTIL;OUTROS;OUTROS;OUTROS;OUTROS;OUTROS
281695;BLUSA FEM INF ALAKAZOO M/C PENTEADA 08 40507;1000000061413;1;GERAL;NAO ALIMENTAR;TEXTIL;OUTROS;OUTROS;OUTROS;OUTROS;OUTROS
281699;BLUSA FEM INF ALAKAZOO M/C PENTEADA 08 40510;1000000061451;1;GERAL;NAO ALIMENTAR;TEXTIL;OUTROS;OUTROS;OUTROS;OUTROS;OUTROS
305229;BLUSA FEM INF ALAKAZOO M/C PENTEADA 08 40973;1000000179675;1;GERAL;NAO ALIMENTAR;TEXTIL;OUTROS;OUTROS;OUTROS;OUTROS;OUTROS
281696;BLUSA FEM INF ALAKAZOO M/C PENTEADA 10 40507;1000000061420;1;GERAL;NAO ALIMENTAR;TEXTIL;OUTROS;OUTROS;OUTROS;OUTROS;OUTROS
281700;BLUSA FEM INF ALAKAZOO M/C PENTEADA 10 40510;1000000061468;1;GERAL;NAO ALIMENTAR;TEXTIL;OUTROS;OUTROS;OUTROS;OUTROS;OUTROS
305230;BLUSA FEM INF ALAKAZOO M/C PENTEADA 10 40973;1000000179682;1;GERAL;NAO ALIMENTAR;TEXTIL;OUTROS;OUTROS;OUTROS;OUTROS;OUTROS
281575;BLUSA FEM INF ALAKAZOO M/C PENTEADA GB 40313;1000000060300;1;GERAL;NAO ALIMENTAR;TEXTIL;OUTROS;OUTROS;OUTROS;OUTROS;OUTROS
281576;BLUSA FEM INF ALAKAZOO M/C PENTEADA MB 40313;1000000060317;1;GERAL;NAO ALIMENTAR;TEXTIL;OUTROS;OUTROS;OUTROS;OUTROS;OUTROS
281577;BLUSA FEM INF ALAKAZOO M/C PENTEADA PB 40313;1000000060324;1;GERAL;NAO ALIMENTAR;TEXTIL;OUTROS;OUTROS;OUTROS;OUTROS;OUTROS
305221;BLUSA FEM INF ALAKAZOO M/C RAYON 01 40889;1000000179590;1;GERAL;NAO ALIMENTAR;TEXTIL;OUTROS;OUTROS;OUTROS;OUTROS;OUTROS
305222;BLUSA FEM INF ALAKAZOO M/C RAYON 02 40889;1000000179606;1;GERAL;NAO ALIMENTAR;TEXTIL;OUTROS;OUTROS;OUTROS;OUTROS;OUTROS
305223;BLUSA FEM INF ALAKAZOO M/C RAYON 03 40889;1000000179613;1;GERAL;NAO ALIMENTAR;TEXTIL;OUTROS;OUTROS;OUTROS;OUTROS;OUTROS
281146;BLUSA FEM INF ALAKAZOO M/C RAYON G 40565;1000000059090;1;GERAL;NAO ALIMENTAR;TEXTIL;OUTROS;OUTROS;OUTROS;OUTROS;OUTROS
281147;BLUSA FEM INF ALAKAZOO M/C RAYON GG 40565;1000000059106;1;GERAL;NAO ALIMENTAR;TEXTIL;OUTROS;OUTROS;OUTROS;OUTROS;OUTROS
281148;BLUSA FEM INF ALAKAZOO M/C RAYON M 40565;1000000059113;1;GERAL;NAO ALIMENTAR;TEXTIL;OUTROS;OUTROS;OUTROS;OUTROS;OUTROS
281149;BLUSA FEM INF ALAKAZOO M/C RAYON P 40565;1000000059120;1;GERAL;NAO ALIMENTAR;TEXTIL;OUTROS;OUTROS;OUTROS;OUTROS;OUTROS
305224;BLUSA FEM INF ALAKAZOO M/C SOFT 01 40897;1000000179620;1;GERAL;NAO ALIMENTAR;TEXTIL;OUTROS;OUTROS;OUTROS;OUTROS;OUTROS
305225;BLUSA FEM INF ALAKAZOO M/C SOFT 02 40897;1000000179637;1;GERAL;NAO ALIMENTAR;TEXTIL;OUTROS;OUTROS;OUTROS;OUTROS;OUTROS
305226;BLUSA FEM INF ALAKAZOO M/C SOFT 03 40897;1000000179644;1;GERAL;NAO ALIMENTAR;TEXTIL;OUTROS;OUTROS;OUTROS;OUTROS;OUTROS
292583;BLUSA FEM INF ALAKAZOO M/L COTTON 01 00037;1000000098266;1;GERAL;NAO ALIMENTAR;TEXTIL;OUTROS;OUTROS;OUTROS;OUTROS;OUTROS
292652;BLUSA FEM INF ALAKAZOO M/L COTTON 01 60352;1000000098822;1;GERAL;NAO ALIMENTAR;TEXTIL;OUTROS;OUTROS;OUTROS;OUTROS;OUTROS
266274;BLUSA FEM INF ALAKAZOO M/L COTTON 01 64471;1000000013276;1;GERAL;NAO ALIMENTAR;TEXTIL;OUTROS;OUTROS;OUTROS;OUTROS;OUTROS
292585;BLUSA FEM INF ALAKAZOO M/L COTTON 02 00037;1000000098273;1;GERAL;NAO ALIMENTAR;TEXTIL;OUTROS;OUTROS;OUTROS;OUTROS;OUTROS
292654;BLUSA FEM INF ALAKAZOO M/L COTTON 02 60352;1000000098839;1;GERAL;NAO ALIMENTAR;TEXTIL;OUTROS;OUTROS;OUTROS;OUTROS;OUTROS
266277;BLUSA FEM INF ALAKAZOO M/L COTTON 02 64471;1000000013283;1;GERAL;NAO ALIMENTAR;TEXTIL;OUTROS;OUTROS;OUTROS;OUTROS;OUTROS
292586;BLUSA FEM INF ALAKAZOO M/L COTTON 03 00037;1000000098280;1;GERAL;NAO ALIMENTAR;TEXTIL;OUTROS;OUTROS;OUTROS;OUTROS;OUTROS
292655;BLUSA FEM INF ALAKAZOO M/L COTTON 03 60352;1000000098846;1;GERAL;NAO ALIMENTAR;TEXTIL;OUTROS;OUTROS;OUTROS;OUTROS;OUTROS
266278;BLUSA FEM INF ALAKAZOO M/L COTTON 03 64471;1000000013290;1;GERAL;NAO ALIMENTAR;TEXTIL;OUTROS;OUTROS;OUTROS;OUTROS;OUTROS
292692;BLUSA FEM INF ALAKAZOO M/L COTTON 04 60393;1000000099188;1;GERAL;NAO ALIMENTAR;TEXTIL;OUTROS;OUTROS;OUTROS;OUTROS;OUTROS
292693;BLUSA FEM INF ALAKAZOO M/L COTTON 06 60393;1000000099195;1;GERAL;NAO ALIMENTAR;TEXTIL;OUTROS;OUTROS;OUTROS;OUTROS;OUTROS
292694;BLUSA FEM INF ALAKAZOO M/L COTTON 08 60393;1000000099201;1;GERAL;NAO ALIMENTAR;TEXTIL;OUTROS;OUTROS;OUTROS;OUTROS;OUTROS
292695;BLUSA FEM INF ALAKAZOO M/L COTTON 10 60393;1000000099218;1;GERAL;NAO ALIMENTAR;TEXTIL;OUTROS;OUTROS;OUTROS;OUTROS;OUTROS
266692;BLUSA FEM INF ALAKAZOO M/L COTTON GB 00037;1000000015072;1;GERAL;NAO ALIMENTAR;TEXTIL;OUTROS;OUTROS;OUTROS;OUTROS;OUTROS
266234;BLUSA FEM INF ALAKAZOO M/L COTTON GB 64451;1000000013153;1;GERAL;NAO ALIMENTAR;TEXTIL;OUTROS;OUTROS;OUTROS;OUTROS;OUTROS
266235;BLUSA FEM INF ALAKAZOO M/L COTTON MB 64451;1000000013160;1;GERAL;NAO ALIMENTAR;TEXTIL;OUTROS;OUTROS;OUTROS;OUTROS;OUTROS
266693;BLUSA FEM INF ALAKAZOO M/L COTTON PB 00037;1000000015089;1;GERAL;NAO ALIMENTAR;TEXTIL;OUTROS;OUTROS;OUTROS;OUTROS;OUTROS
266236;BLUSA FEM INF ALAKAZOO M/L COTTON PB 64451;1000000013177;1;GERAL;NAO ALIMENTAR;TEXTIL;OUTROS;OUTROS;OUTROS;OUTROS;OUTROS
292649;BLUSA FEM INF ALAKAZOO M/L LIGHTNES 01 60349;1000000098792;1;GERAL;NAO ALIMENTAR;TEXTIL;OUTROS;OUTROS;OUTROS;OUTROS;OUTROS
292650;BLUSA FEM INF ALAKAZOO M/L LIGHTNES 02 60349;1000000098808;1;GERAL;NAO ALIMENTAR;TEXTIL;OUTROS;OUTROS;OUTROS;OUTROS;OUTROS
292651;BLUSA FEM INF ALAKAZOO M/L LIGHTNES 03 60349;1000000098815;1;GERAL;NAO ALIMENTAR;TEXTIL;OUTROS;OUTROS;OUTROS;OUTROS;OUTROS
292684;BLUSA FEM INF ALAKAZOO M/L LIGHTNES 04 60391;1000000099102;1;GERAL;NAO ALIMENTAR;TEXTIL;OUTROS;OUTROS;OUTROS;OUTROS;OUTROS
292685;BLUSA FEM INF ALAKAZOO M/L LIGHTNES 06 60391;1000000099119;1;GERAL;NAO ALIMENTAR;TEXTIL;OUTROS;OUTROS;OUTROS;OUTROS;OUTROS
292686;BLUSA FEM INF ALAKAZOO M/L LIGHTNES 08 60391;1000000099126;1;GERAL;NAO ALIMENTAR;TEXTIL;OUTROS;OUTROS;OUTROS;OUTROS;OUTROS
292687;BLUSA FEM INF ALAKAZOO M/L LIGHTNES 10 60391;1000000099133;1;GERAL;NAO ALIMENTAR;TEXTIL;OUTROS;OUTROS;OUTROS;OUTROS;OUTROS
292643;BLUSA FEM INF ALAKAZOO M/L LINEN 01 60347;1000000098730;1;GERAL;NAO ALIMENTAR;TEXTIL;OUTROS;OUTROS;OUTROS;OUTROS;OUTROS
292644;BLUSA FEM INF ALAKAZOO M/L LINEN 02 60347;1000000098747;1;GERAL;NAO ALIMENTAR;TEXTIL;OUTROS;OUTROS;OUTROS;OUTROS;OUTROS
292645;BLUSA FEM INF ALAKAZOO M/L LINEN 03 60347;1000000098754;1;GERAL;NAO ALIMENTAR;TEXTIL;OUTROS;OUTROS;OUTROS;OUTROS;OUTROS
292696;BLUSA FEM INF ALAKAZOO M/L MALHA 04 60396;1000000099225;1;GERAL;NAO ALIMENTAR;TEXTIL;OUTROS;OUTROS;OUTROS;OUTROS;OUTROS
292697;BLUSA FEM INF ALAKAZOO M/L MALHA 06 60396;1000000099232;1;GERAL;NAO ALIMENTAR;TEXTIL;OUTROS;OUTROS;OUTROS;OUTROS;OUTROS
292698;BLUSA FEM INF ALAKAZOO M/L MALHA 08 60396;1000000099249;1;GERAL;NAO ALIMENTAR;TEXTIL;OUTROS;OUTROS;OUTROS;OUTROS;OUTROS
292699;BLUSA FEM INF ALAKAZOO M/L MALHA 10 60396;1000000099256;1;GERAL;NAO ALIMENTAR;TEXTIL;OUTROS;OUTROS;OUTROS;OUTROS;OUTROS
292646;BLUSA FEM INF ALAKAZOO M/L MALHA PE 01 60348;1000000098761;1;GERAL;NAO ALIMENTAR;TEXTIL;OUTROS;OUTROS;OUTROS;OUTROS;OUTROS
292647;BLUSA FEM INF ALAKAZOO M/L MALHA PE 02 60348;1000000098778;1;GERAL;NAO ALIMENTAR;TEXTIL;OUTROS;OUTROS;OUTROS;OUTROS;OUTROS
292648;BLUSA FEM INF ALAKAZOO M/L MALHA PE 03 60348;1000000098785;1;GERAL;NAO ALIMENTAR;TEXTIL;OUTROS;OUTROS;OUTROS;OUTROS;OUTROS
292604;BLUSA FEM INF ALAKAZOO M/L MALHA PE 04 00201;1000000098426;1;GERAL;NAO ALIMENTAR;TEXTIL;OUTROS;OUTROS;OUTROS;OUTROS;OUTROS
292605;BLUSA FEM INF ALAKAZOO M/L MALHA PE 06 00201;1000000098433;1;GERAL;NAO ALIMENTAR;TEXTIL;OUTROS;OUTROS;OUTROS;OUTROS;OUTROS
292606;BLUSA FEM INF ALAKAZOO M/L MALHA PE 08 00201;1000000098440;1;GERAL;NAO ALIMENTAR;TEXTIL;OUTROS;OUTROS;OUTROS;OUTROS;OUTROS
292607;BLUSA FEM INF ALAKAZOO M/L MALHA PE 10 00201;1000000098457;1;GERAL;NAO ALIMENTAR;TEXTIL;OUTROS;OUTROS;OUTROS;OUTROS;OUTROS
266331;BLUSA FEM INF ALAKAZOO MALHA COTTON 04 64527;1000000013566;1;GERAL;NAO ALIMENTAR;TEXTIL;OUTROS;OUTROS;OUTROS;OUTROS;OUTROS
266332;BLUSA FEM INF ALAKAZOO MALHA COTTON 06 64527;1000000013573;1;GERAL;NAO ALIMENTAR;TEXTIL;OUTROS;OUTROS;OUTROS;OUTROS;OUTROS
266334;BLUSA FEM INF ALAKAZOO MALHA COTTON 08 64527;1000000013580;1;GERAL;NAO ALIMENTAR;TEXTIL;OUTROS;OUTROS;OUTROS;OUTROS;OUTROS
266335;BLUSA FEM INF ALAKAZOO MALHA COTTON 10 64527;1000000013597;1;GERAL;NAO ALIMENTAR;TEXTIL;OUTROS;OUTROS;OUTROS;OUTROS;OUTROS
266336;BLUSA FEM INF ALAKAZOO MALHA COTTON 12 64527;1000000013603;1;GERAL;NAO ALIMENTAR;TEXTIL;OUTROS;OUTROS;OUTROS;OUTROS;OUTROS
266338;BLUSA FEM INF ALAKAZOO MALHA COTTON 14 64527;1000000013610;1;GERAL;NAO ALIMENTAR;TEXTIL;OUTROS;OUTROS;OUTROS;OUTROS;OUTROS
